Algoritmo,Params,Accuracy,Precision_macro,Recall_macro,F1_macro
kNN,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}",0.45185185185185184,0.5248080978183479,0.45185185185185184,0.39683055286761554
kNN,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'distance'}",0.45185185185185184,0.5248080978183479,0.45185185185185184,0.39683055286761554
kNN,"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}",0.44900284900284904,0.5300729447871365,0.4490028490028489,0.38675665089806477
kNN,"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'distance'}",0.44900284900284904,0.5300729447871365,0.4490028490028489,0.38675665089806477
kNN,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.4495726495726496,0.49619299843369546,0.4495726495726496,0.3775907530356047
kNN,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}",0.4438746438746438,0.48622855774720664,0.4438746438746439,0.3665189758419924
kNN,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.44273504273504277,0.4976134370021385,0.44273504273504277,0.36608653081077314
kNN,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.44102564102564107,0.490969191056286,0.44102564102564107,0.36465380766763617
kNN,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}",0.43760683760683766,0.488074697565599,0.43760683760683755,0.35864302645559165
kNN,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",0.4250712250712251,0.4897089754809351,0.4250712250712251,0.3408787784141457
kNN,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'uniform'}",0.4205128205128205,0.46475329781937436,0.4205128205128205,0.3304864418753415
kNN,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}",0.40911680911680914,0.47361126770447903,0.40911680911680914,0.31443913067949725
