Algoritmo,Params,Accuracy,Precision_macro,Recall_macro,F1_macro
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.698875,0.3995915049996801,0.33424457918506867,0.2760374717529654
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.6988749999999999,0.43289563258273384,0.3342445791850687,0.27602020749134787
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.698625,0.3662289920066333,0.33388028046011425,0.27529556761647367
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.698625,0.33286655193992487,0.3338802804601143,0.275274397985786
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.698625,0.29950409622208307,0.33387978142076497,0.2752502911519752
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.6985,0.332837356629078,0.33369763205828773,0.27489187548675087
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.6985,0.2994749687108886,0.33369863013698625,0.2748726867509033
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.6985,0.2994749165623696,0.3336976320582878,0.27487070585606316
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.6983750000000001,0.29944579945799454,0.3335159817351598,0.2744901728508286
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.6983750000000001,0.2994457734000417,0.33351548269581055,0.27448917700707093
random_forest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.69825,0.23274999999999996,0.3333333333333333,0.2741056885358035
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.69825,0.23274999999999996,0.3333333333333333,0.2741056885358035
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.69825,0.23274999999999996,0.3333333333333333,0.2741056885358035
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.69825,0.23274999999999996,0.3333333333333333,0.2741056885358035
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.69825,0.23274999999999996,0.3333333333333333,0.2741056885358035
random_forest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.69825,0.23274999999999996,0.3333333333333333,0.2741056885358035
